Date,Age,Attrition,Business Travel,Department,Distance From Home,Education,Education Field,Gender,Job Role,Marital Status,Monthly Income,Over Time,Job Satisfaction,Environment Satisfaction,Relationship Satisfaction,Work Life Balance,Performance Rating,Total Working Years,Years At Company,Years In Current Role,Years Since Last Promotion,Training Times Last Year,Income_Leval,Age Group
2024-08-27,22,No,Travel_Rarely,R&D,11,Bachelor's Degree,Medical,Female,Research Scientist,Married,2244.0,No,2,1,4,3,3,2,2,1,1,1,Low,18-25
2023-06-29,36,No,Travel_Rarely,Sales,2,Associates Degree,Medical,Male,Sales Executive,Married,7596.0,No,3,2,2,3,3,10,10,9,9,2,Medium,36-45
2023-05-30,30,Yes,Travel_Frequently,R&D,4,Bachelor's Degree,Technical Degree,Male,Research Scientist,Single,2285.0,Yes,4,3,3,3,4,3,1,0,0,4,Low,26-35
2023-07-26,37,No,Travel_Rarely,R&D,14,Bachelor's Degree,Life Sciences,Female,Laboratory Technician,Divorced,3034.0,No,1,4,3,2,3,18,18,7,12,2,Low,36-45
2024-03-12,40,No,Travel_Rarely,Sales,2,Associates Degree,Marketing,Female,Sales Executive,Divorced,5715.0,No,2,4,3,3,3,8,5,4,1,5,Medium,36-45
2023-08-28,42,No,Travel_Rarely,R&D,1,Master's Degree,Life Sciences,Female,Laboratory Technician,Divorced,2576.0,No,1,2,2,3,3,8,5,2,1,5,Low,36-45
2024-10-04,37,No,Travel_Rarely,R&D,10,Master's Degree,Life Sciences,Male,Manufacturing Director,Single,4197.0,Yes,2,3,4,2,3,18,1,0,0,2,Low,36-45
2023-06-02,43,No,Travel_Rarely,R&D,12,Bachelor's Degree,Life Sciences,Male,Research Director,Divorced,14336.0,No,2,1,3,3,3,25,25,10,3,3,High,36-45
2023-10-14,40,No,Travel_Rarely,R&D,2,Bachelor's Degree,Medical,Female,Laboratory Technician,Married,3448.0,No,3,2,2,3,4,20,1,0,0,3,Low,36-45
2024-03-04,54,No,Travel_Rarely,R&D,5,Associates Degree,Medical,Male,Research Director,Married,19406.0,No,1,1,3,2,3,24,4,2,1,4,High,46-55
2023-11-08,34,No,Non-Travel,Sales,4,Master's Degree,Marketing,Female,Sales Executive,Married,6538.0,No,3,3,1,3,3,6,3,2,1,3,Medium,26-35
2023-07-06,31,No,Travel_Rarely,R&D,7,Associates Degree,Medical,Female,Manufacturing Director,Married,4306.0,No,1,2,2,1,3,13,13,10,3,5,Low,26-35
2024-07-01,43,No,Travel_Frequently,R&D,21,Bachelor's Degree,Medical,Male,Laboratory Technician,Married,2258.0,No,4,4,1,3,4,8,3,2,1,1,Low,36-45
2023-01-17,43,No,Travel_Rarely,R&D,8,Master's Degree,Other,Female,Healthcare Representative,Divorced,4522.0,Yes,3,3,4,3,3,8,5,2,0,3,Low,36-45
2024-12-07,25,No,Travel_Rarely,Sales,4,Associates Degree,Life Sciences,Female,Sales Executive,Single,4487.0,Yes,4,2,2,3,3,5,5,4,1,3,Low,18-25
2024-07-16,37,No,Non-Travel,R&D,25,Doctoral Degree,Medical,Female,Research Scientist,Married,4449.0,Yes,3,2,1,3,3,15,13,11,10,2,Low,36-45
2023-08-29,31,No,Travel_Rarely,R&D,1,Associates Degree,Life Sciences,Male,Laboratory Technician,Married,2218.0,No,1,4,3,3,3,4,4,2,3,3,Low,26-35
2024-02-02,39,No,Travel_Frequently,R&D,1,High School,Life Sciences,Male,Manager,Divorced,19197.0,Yes,3,2,3,3,3,21,21,8,1,3,High,36-45
2024-06-30,56,No,Travel_Frequently,Sales,6,Bachelor's Degree,Life Sciences,Female,Sales Executive,Married,13212.0,No,1,3,4,2,3,36,7,7,7,0,High,56-65
2023-08-19,30,No,Travel_Rarely,Sales,12,Bachelor's Degree,Technical Degree,Female,Sales Executive,Single,6577.0,No,3,2,2,3,3,6,5,4,4,6,Medium,26-35
2023-01-16,41,No,Travel_Rarely,Sales,1,Bachelor's Degree,Marketing,Male,Sales Executive,Married,8392.0,No,1,2,3,3,3,10,10,7,0,2,High,36-45
2024-06-23,28,No,Travel_Rarely,R&D,17,Associates Degree,Medical,Male,Laboratory Technician,Divorced,4558.0,No,1,3,4,3,3,10,10,0,1,2,Low,26-35
2023-12-04,25,Yes,Travel_Rarely,R&D,3,Bachelor's Degree,Medical,Male,Laboratory Technician,Married,4031.0,No,1,1,3,3,3,6,2,2,0,5,Low,18-25
2024-04-16,52,No,Travel_Rarely,R&D,3,Bachelor's Degree,Medical,Male,Manufacturing Director,Married,7969.0,Yes,3,4,3,3,3,28,5,4,0,4,Medium,46-55
2023-04-04,45,No,Travel_Rarely,R&D,10,Associates Degree,Life Sciences,Male,Research Scientist,Married,2654.0,No,4,1,4,2,4,8,2,2,0,3,Low,36-45
2023-08-23,52,No,Travel_Rarely,R&D,4,Associates Degree,Life Sciences,Female,Manager,Married,16555.0,No,4,4,4,1,3,31,5,2,1,2,High,46-55
2023-12-21,42,No,Travel_Frequently,R&D,29,Associates Degree,Life Sciences,Female,Research Scientist,Divorced,4556.0,No,3,1,2,3,3,19,5,4,0,3,Low,36-45
2023-12-29,30,No,Travel_Rarely,R&D,2,Bachelor's Degree,Life Sciences,Female,Manufacturing Director,Single,6091.0,No,4,3,3,3,4,11,5,4,0,2,Medium,26-35
2024-09-18,60,No,Travel_Rarely,R&D,7,Bachelor's Degree,Life Sciences,Female,Manager,Married,19566.0,No,1,1,4,1,3,33,29,8,11,5,High,56-65
2023-04-03,46,No,Travel_Rarely,R&D,18,Bachelor's Degree,Medical,Female,Manufacturing Director,Divorced,4810.0,No,3,3,3,2,3,19,10,7,0,5,Low,46-55
2024-12-30,42,No,Travel_Frequently,R&D,28,Master's Degree,Technical Degree,Female,Healthcare Representative,Married,4523.0,No,4,4,4,4,3,7,6,5,0,4,Low,36-45
2024-02-02,24,Yes,Travel_Rarely,Sales,1,High School,Technical Degree,Female,Sales Representative,Single,3202.0,Yes,2,1,2,3,3,6,5,3,1,4,Low,18-25
2024-11-11,34,Yes,Travel_Frequently,Sales,6,Associates Degree,Marketing,Female,Sales Representative,Divorced,2351.0,No,3,4,4,2,3,3,2,2,1,3,Low,26-35
2024-12-30,38,No,Travel_Frequently,R&D,2,Associates Degree,Life Sciences,Male,Laboratory Technician,Married,1702.0,Yes,4,4,3,3,4,1,1,0,0,3,Low,36-45
2023-05-08,40,No,Travel_Rarely,Sales,2,Master's Degree,Life Sciences,Female,Manager,Married,18041.0,No,3,3,4,3,3,21,20,15,1,2,High,36-45
2024-05-05,26,No,Travel_Rarely,R&D,23,Bachelor's Degree,Life Sciences,Female,Research Scientist,Divorced,2886.0,No,4,1,2,1,4,3,3,2,0,3,Low,26-35
2024-05-18,30,No,Non-Travel,R&D,3,Bachelor's Degree,Life Sciences,Male,Laboratory Technician,Married,2097.0,No,4,3,3,1,3,9,5,3,1,3,Low,26-35
2024-10-28,29,No,Travel_Rarely,R&D,3,Master's Degree,Medical,Male,Research Director,Married,11935.0,No,3,2,3,3,3,10,10,2,0,2,High,26-35
2023-08-12,29,Yes,Travel_Rarely,R&D,25,Doctoral Degree,Technical Degree,Female,Research Scientist,Married,2546.0,No,2,3,2,4,3,6,2,2,1,2,Low,26-35
2024-05-10,19,Yes,Travel_Rarely,HR,2,Associates Degree,Technical Degree,Male,Human Resources,Single,2564.0,No,4,1,3,4,3,1,1,0,0,3,Low,18-25
2025-01-11,30,No,Non-Travel,Sales,22,Master's Degree,Other,Female,Sales Executive,Married,8412.0,No,1,3,3,3,3,10,9,8,7,3,High,26-35
2023-07-18,57,No,Travel_Rarely,Sales,29,Bachelor's Degree,Marketing,Male,Manager,Divorced,14118.0,No,4,1,3,2,3,32,1,0,0,3,High,56-65
2024-02-28,50,No,Travel_Rarely,R&D,29,Master's Degree,Life Sciences,Male,Manager,Married,17046.0,No,3,2,2,3,3,28,27,10,15,2,High,46-55
2024-10-26,30,No,Non-Travel,R&D,2,Bachelor's Degree,Medical,Female,Laboratory Technician,Single,2564.0,No,4,3,3,2,3,12,11,7,6,2,Low,26-35
2023-01-16,60,No,Travel_Frequently,Sales,28,Bachelor's Degree,Marketing,Female,Sales Executive,Married,10266.0,No,1,3,4,4,3,22,18,13,13,5,High,56-65
2024-06-25,47,No,Travel_Rarely,R&D,2,Associates Degree,Medical,Female,Manufacturing Director,Divorced,5070.0,No,4,1,3,3,3,20,5,0,0,2,Medium,46-55
2024-04-14,46,No,Travel_Rarely,R&D,2,Bachelor's Degree,Life Sciences,Male,Research Director,Married,17861.0,No,3,1,3,1,3,26,3,2,0,2,High,46-55
2024-06-02,35,No,Travel_Rarely,R&D,22,Bachelor's Degree,Life Sciences,Male,Laboratory Technician,Single,4230.0,No,3,4,3,3,3,6,5,4,4,2,Low,26-35
2023-03-13,54,No,Travel_Rarely,R&D,8,Master's Degree,Life Sciences,Female,Laboratory Technician,Single,3780.0,No,3,3,3,3,3,19,1,0,0,3,Low,46-55
2024-11-17,34,No,Travel_Rarely,R&D,2,Master's Degree,Life Sciences,Male,Research Scientist,Divorced,2768.0,No,3,4,3,3,3,14,7,3,5,3,Low,26-35
2024-06-22,46,No,Travel_Rarely,Sales,10,Bachelor's Degree,Marketing,Female,Sales Executive,Married,9071.0,Yes,4,3,3,3,3,15,3,2,1,3,High,46-55
2024-03-05,31,No,Travel_Rarely,R&D,9,High School,Life Sciences,Male,Manufacturing Director,Divorced,10648.0,No,2,3,4,4,4,13,13,8,0,6,High,26-35
2023-10-10,33,Yes,Travel_Rarely,R&D,15,High School,Medical,Male,Manager,Married,13610.0,Yes,3,2,4,4,3,15,7,6,7,2,High,26-35
2024-05-04,33,Yes,Travel_Rarely,R&D,10,High School,Medical,Male,Laboratory Technician,Divorced,3408.0,No,4,1,1,3,3,8,4,3,1,2,Low,26-35
2024-03-05,30,No,Travel_Rarely,Sales,7,High School,Marketing,Male,Sales Representative,Single,2983.0,No,2,4,1,3,3,4,3,2,1,3,Low,26-35
2023-06-16,35,No,Travel_Rarely,R&D,16,Bachelor's Degree,Life Sciences,Male,Healthcare Representative,Married,7632.0,Yes,3,4,3,3,3,10,8,7,0,2,Medium,26-35
2023-05-25,31,Yes,Travel_Frequently,R&D,20,Bachelor's Degree,Life Sciences,Male,Healthcare Representative,Married,9824.0,No,3,1,1,3,3,12,1,0,0,2,High,26-35
2024-01-10,34,Yes,Travel_Frequently,HR,23,Bachelor's Degree,Human Resources,Female,Human Resources,Divorced,9950.0,Yes,1,2,3,3,3,11,3,2,0,2,High,26-35
2024-10-21,42,No,Travel_Frequently,R&D,5,Associates Degree,Other,Male,Laboratory Technician,Married,2093.0,No,3,2,4,3,3,8,2,2,2,4,Low,36-45
2023-02-12,36,No,Non-Travel,Sales,10,Master's Degree,Medical,Male,Sales Executive,Single,9980.0,No,4,2,4,2,3,10,10,3,9,3,High,36-45
2024-12-04,22,Yes,Travel_Frequently,R&D,4,High School,Technical Degree,Male,Laboratory Technician,Single,3894.0,No,3,3,3,3,3,4,2,2,1,3,Low,18-25
2023-09-05,48,No,Travel_Rarely,Sales,2,Doctoral Degree,Marketing,Female,Sales Executive,Married,4051.0,No,4,2,1,3,3,14,9,7,6,2,Low,46-55
2023-08-29,55,No,Travel_Rarely,Sales,18,Doctoral Degree,Life Sciences,Female,Manager,Single,16835.0,No,2,1,4,3,4,37,10,9,7,2,High,46-55
2024-12-05,41,No,Non-Travel,Sales,10,Associates Degree,Life Sciences,Male,Sales Executive,Single,6230.0,No,4,4,4,3,3,16,14,3,1,3,Medium,36-45
2024-07-20,35,No,Travel_Rarely,Sales,1,Bachelor's Degree,Marketing,Male,Sales Executive,Married,4717.0,No,3,2,3,3,3,15,11,9,6,2,Low,26-35
2024-08-21,40,No,Travel_Rarely,R&D,6,Bachelor's Degree,Life Sciences,Female,Manufacturing Director,Single,13237.0,No,3,2,3,3,3,22,20,6,5,3,High,36-45
2024-08-13,39,No,Travel_Frequently,R&D,8,High School,Life Sciences,Female,Laboratory Technician,Married,3755.0,No,3,3,1,3,3,8,8,3,0,3,Low,36-45
2024-06-20,31,No,Travel_Rarely,Sales,2,High School,Life Sciences,Male,Sales Executive,Single,6582.0,Yes,4,2,3,4,3,10,6,5,0,2,Medium,26-35
2024-11-25,42,No,Travel_Rarely,R&D,24,Bachelor's Degree,Medical,Male,Manufacturing Director,Married,7406.0,Yes,1,4,4,2,4,10,10,9,5,5,Medium,36-45
2023-08-09,45,No,Travel_Rarely,Sales,2,Bachelor's Degree,Other,Male,Sales Executive,Married,4805.0,No,2,4,2,4,3,9,8,7,3,3,Low,36-45
2024-07-17,26,Yes,Travel_Frequently,HR,17,Master's Degree,Life Sciences,Female,Human Resources,Divorced,2741.0,Yes,3,2,2,2,3,8,7,7,1,2,Low,26-35
2023-09-06,29,No,Travel_Rarely,R&D,19,Bachelor's Degree,Technical Degree,Male,Manufacturing Director,Divorced,4262.0,No,4,4,2,4,3,8,3,2,1,2,Low,26-35
2023-03-09,33,No,Travel_Rarely,R&D,1,Doctoral Degree,Medical,Female,Research Director,Divorced,16184.0,No,3,1,3,3,3,10,6,1,0,2,High,26-35
2024-01-17,31,No,Travel_Rarely,Sales,7,Bachelor's Degree,Life Sciences,Male,Manager,Divorced,11557.0,No,4,3,3,2,4,10,5,4,0,3,High,26-35
2024-08-23,18,Yes,Travel_Frequently,Sales,5,Bachelor's Degree,Marketing,Male,Sales Representative,Single,1878.0,Yes,2,2,4,3,3,0,0,0,0,3,Low,18-25
2024-06-08,40,No,Non-Travel,Sales,28,Bachelor's Degree,Other,Male,Sales Executive,Divorced,10932.0,No,1,3,3,3,3,20,1,0,0,2,High,36-45
2024-04-12,41,No,Non-Travel,R&D,2,Master's Degree,Other,Female,Healthcare Representative,Single,6811.0,Yes,3,1,1,3,3,10,8,7,0,3,Medium,36-45
2024-09-18,26,No,Travel_Rarely,Sales,29,Associates Degree,Medical,Male,Sales Executive,Divorced,4306.0,No,3,1,1,3,3,8,0,0,0,5,Low,26-35
2024-08-02,35,No,Travel_Rarely,Sales,1,Bachelor's Degree,Medical,Female,Sales Executive,Single,4859.0,No,3,1,4,3,3,5,5,4,0,3,Low,26-35
2023-08-03,34,No,Travel_Rarely,Sales,21,Master's Degree,Life Sciences,Male,Sales Executive,Single,5337.0,No,4,4,4,3,3,10,10,7,5,3,Medium,26-35
2023-03-12,26,Yes,Travel_Rarely,R&D,24,Bachelor's Degree,Technical Degree,Male,Laboratory Technician,Single,2340.0,Yes,4,3,2,1,3,1,1,0,0,3,Low,26-35
2023-03-19,37,No,Travel_Rarely,R&D,1,Bachelor's Degree,Technical Degree,Female,Manufacturing Director,Single,7491.0,No,4,2,4,4,3,12,6,5,1,3,Medium,36-45
2023-05-25,46,No,Travel_Frequently,R&D,18,High School,Medical,Female,Healthcare Representative,Married,10527.0,No,3,1,4,2,3,28,2,2,1,3,High,46-55
2023-03-08,41,No,Travel_Rarely,Sales,2,Doctoral Degree,Life Sciences,Female,Manager,Married,16595.0,No,1,2,2,3,3,22,18,16,11,2,High,36-45
2024-07-20,37,No,Non-Travel,Sales,9,Master's Degree,Medical,Male,Sales Executive,Divorced,8834.0,No,2,1,4,3,3,9,9,5,7,6,High,36-45
2023-02-18,52,No,Travel_Rarely,R&D,6,Associates Degree,Technical Degree,Male,Research Scientist,Divorced,5577.0,Yes,1,4,2,3,3,18,10,9,6,3,Medium,46-55
2024-02-26,32,Yes,Non-Travel,Sales,11,Master's Degree,Other,Male,Sales Executive,Married,4707.0,No,3,4,4,3,3,6,4,2,1,2,Low,26-35
2024-12-02,24,No,Travel_Frequently,Sales,24,Bachelor's Degree,Medical,Male,Sales Representative,Married,2400.0,No,4,4,3,3,3,3,2,2,2,3,Low,18-25
2024-10-25,38,No,Travel_Rarely,R&D,10,Bachelor's Degree,Medical,Female,Healthcare Representative,Married,9824.0,No,3,3,3,3,3,18,1,0,0,4,High,36-45
2024-11-25,37,No,Travel_Rarely,R&D,1,Master's Degree,Life Sciences,Female,Manufacturing Director,Married,6447.0,No,2,2,2,2,3,8,6,5,4,2,Medium,36-45
2023-01-17,49,No,Travel_Rarely,R&D,18,Master's Degree,Life Sciences,Male,Research Director,Divorced,19502.0,Yes,3,4,3,3,3,31,31,9,0,5,High,46-55
2023-08-26,24,No,Travel_Rarely,R&D,23,Bachelor's Degree,Medical,Male,Research Scientist,Married,2725.0,Yes,4,2,2,3,3,6,6,5,1,3,Low,18-25
2023-08-18,26,No,Travel_Rarely,Sales,28,Associates Degree,Marketing,Male,Sales Executive,Married,6272.0,No,2,1,4,4,4,6,5,3,1,5,Medium,26-35
2024-12-04,24,No,Travel_Rarely,R&D,17,Associates Degree,Other,Male,Laboratory Technician,Married,2127.0,No,2,4,4,3,4,1,1,0,0,2,Low,18-25
2024-10-16,50,No,Travel_Frequently,HR,3,Bachelor's Degree,Medical,Male,Manager,Married,18200.0,No,2,1,3,3,3,32,32,5,10,2,High,46-55
2024-12-01,25,No,Travel_Rarely,Sales,13,High School,Medical,Male,Sales Representative,Married,2096.0,No,3,2,3,3,3,7,7,4,0,1,Low,18-25
2023-09-22,24,Yes,Travel_Frequently,R&D,7,Bachelor's Degree,Life Sciences,Female,Laboratory Technician,Married,2886.0,Yes,3,1,4,3,3,6,6,3,1,4,Low,18-25
2023-04-20,30,Yes,Travel_Frequently,Sales,12,Master's Degree,Life Sciences,Male,Sales Representative,Married,2033.0,No,1,2,3,4,3,1,1,0,0,2,Low,26-35
2024-08-05,34,No,Travel_Rarely,R&D,1,Associates Degree,Life Sciences,Male,Research Scientist,Married,3622.0,Yes,4,2,4,3,3,6,6,5,1,3,Low,26-35
2024-09-09,31,Yes,Travel_Rarely,Sales,13,Master's Degree,Medical,Male,Sales Executive,Divorced,4233.0,No,1,2,3,1,3,9,3,1,1,2,Low,26-35
2023-12-04,35,No,Travel_Rarely,R&D,25,Associates Degree,Other,Male,Laboratory Technician,Single,3681.0,No,4,1,4,3,3,9,3,2,0,3,Low,26-35
2023-11-14,31,No,Travel_Rarely,Sales,6,Master's Degree,Medical,Male,Sales Executive,Divorced,5460.0,No,4,1,4,4,4,13,7,7,5,4,Medium,26-35
2024-11-05,27,No,Travel_Rarely,R&D,6,Master's Degree,Medical,Female,Research Scientist,Divorced,2187.0,No,3,1,3,2,3,6,5,3,0,5,Low,26-35
2024-06-25,37,No,Travel_Rarely,Sales,2,Bachelor's Degree,Marketing,Male,Sales Executive,Married,9602.0,Yes,3,4,3,2,3,17,3,0,1,3,High,36-45
2024-09-02,20,No,Travel_Rarely,R&D,1,Bachelor's Degree,Life Sciences,Female,Research Scientist,Single,2836.0,No,2,4,4,4,3,1,1,0,0,0,Low,18-25
2023-03-26,42,No,Travel_Rarely,R&D,2,Master's Degree,Life Sciences,Female,Healthcare Representative,Married,4089.0,No,4,3,2,3,3,10,10,2,2,4,Low,36-45
2023-11-14,43,No,Travel_Rarely,R&D,6,Master's Degree,Other,Male,Research Director,Divorced,16627.0,Yes,4,2,3,2,3,21,1,0,0,3,High,36-45
2023-07-05,38,No,Travel_Rarely,R&D,1,High School,Life Sciences,Female,Research Scientist,Single,2619.0,No,1,3,4,2,3,8,0,0,0,3,Low,36-45
2024-05-01,43,No,Travel_Frequently,R&D,9,Doctoral Degree,Medical,Male,Laboratory Technician,Divorced,5679.0,Yes,3,4,2,3,3,10,8,7,4,3,Medium,36-45
2023-04-14,48,No,Travel_Rarely,R&D,1,Master's Degree,Life Sciences,Female,Manager,Married,15402.0,No,1,4,1,1,3,21,3,2,0,3,High,46-55
2023-12-30,44,No,Travel_Rarely,HR,1,Master's Degree,Life Sciences,Female,Human Resources,Single,5985.0,No,3,1,2,4,3,10,2,2,0,1,Medium,36-45
2024-09-30,34,No,Travel_Rarely,Sales,14,Bachelor's Degree,Technical Degree,Female,Sales Representative,Divorced,2579.0,Yes,3,3,4,3,3,8,8,2,0,3,Low,26-35
2023-10-14,27,Yes,Travel_Rarely,Sales,2,High School,Marketing,Male,Sales Representative,Divorced,3041.0,No,1,3,2,3,3,5,4,3,0,3,Low,26-35
2023-07-24,21,No,Travel_Rarely,Sales,22,High School,Technical Degree,Male,Sales Representative,Single,3447.0,No,3,3,3,3,3,3,3,2,1,2,Low,18-25
2023-11-27,44,No,Travel_Rarely,R&D,3,Master's Degree,Other,Male,Manager,Married,19513.0,Yes,4,4,1,4,3,26,2,2,0,2,High,36-45
2024-08-07,22,No,Travel_Rarely,R&D,6,High School,Medical,Male,Research Scientist,Married,2773.0,No,3,1,4,3,4,3,2,2,2,3,Low,18-25
2023-07-13,33,No,Travel_Rarely,Sales,8,Master's Degree,Marketing,Male,Sales Executive,Divorced,7104.0,No,3,3,4,3,3,6,5,0,1,3,Medium,26-35
2024-04-04,32,No,Travel_Rarely,R&D,9,Master's Degree,Life Sciences,Female,Research Scientist,Married,6322.0,Yes,4,1,4,2,3,6,6,4,0,2,Medium,26-35
2024-06-02,30,No,Travel_Frequently,R&D,3,Bachelor's Degree,Medical,Female,Research Scientist,Divorced,2083.0,No,3,3,3,3,4,1,1,0,0,2,Low,26-35
2023-10-31,53,No,Travel_Rarely,Sales,1,High School,Medical,Female,Sales Executive,Single,8381.0,No,1,4,4,4,4,18,14,7,8,2,High,46-55
2025-01-02,34,No,Travel_Rarely,R&D,1,Doctoral Degree,Life Sciences,Male,Research Scientist,Married,2691.0,No,4,2,4,2,3,10,10,9,8,4,Low,26-35
2023-10-14,45,Yes,Travel_Frequently,Sales,26,Master's Degree,Life Sciences,Female,Sales Executive,Married,4286.0,No,1,1,4,3,3,5,1,1,0,4,Low,36-45
2023-07-01,26,No,Travel_Rarely,R&D,6,Bachelor's Degree,Life Sciences,Female,Laboratory Technician,Married,2659.0,Yes,4,3,3,3,3,3,3,2,0,2,Low,26-35
2024-10-01,37,No,Travel_Rarely,R&D,3,Bachelor's Degree,Other,Male,Manufacturing Director,Married,9434.0,No,3,3,3,3,3,10,10,7,7,2,High,36-45
2023-01-22,29,No,Travel_Rarely,Sales,3,Associates Degree,Medical,Female,Sales Executive,Married,5561.0,No,3,2,1,2,3,6,6,0,1,5,Medium,26-35
2024-09-13,35,No,Travel_Rarely,R&D,6,Master's Degree,Life Sciences,Male,Research Scientist,Single,6646.0,No,4,2,2,3,3,17,17,11,11,3,Medium,26-35
2024-05-14,33,No,Travel_Frequently,R&D,6,Bachelor's Degree,Life Sciences,Male,Healthcare Representative,Divorced,7725.0,No,4,3,3,1,4,15,13,11,4,2,Medium,26-35
2023-12-08,54,No,Travel_Rarely,HR,19,Master's Degree,Medical,Male,Human Resources,Married,10725.0,No,2,3,3,4,3,16,9,7,7,1,High,46-55
2024-10-13,36,No,Travel_Rarely,R&D,9,Associates Degree,Medical,Male,Manufacturing Director,Divorced,8847.0,Yes,2,2,3,3,3,13,3,2,0,2,High,36-45
2024-08-08,27,No,Travel_Rarely,R&D,3,Master's Degree,Medical,Male,Research Scientist,Single,2045.0,No,4,1,4,3,3,5,4,2,1,0,Low,26-35
2023-01-09,20,Yes,Travel_Rarely,R&D,10,High School,Medical,Male,Research Scientist,Single,1009.0,Yes,3,4,4,3,3,1,1,0,1,5,Low,18-25
2024-10-25,33,Yes,Travel_Frequently,R&D,3,Bachelor's Degree,Life Sciences,Male,Research Scientist,Single,3348.0,Yes,1,1,1,3,3,10,10,8,9,3,Low,26-35
2023-11-30,35,No,Non-Travel,R&D,3,Bachelor's Degree,Life Sciences,Male,Laboratory Technician,Married,1281.0,No,3,3,3,3,3,1,1,0,0,3,Low,26-35
2023-07-29,23,No,Travel_Rarely,R&D,4,Bachelor's Degree,Medical,Male,Research Scientist,Married,2819.0,No,1,1,1,4,3,5,3,2,0,3,Low,18-25
2024-03-03,25,No,Travel_Rarely,Sales,8,Bachelor's Degree,Life Sciences,Male,Sales Executive,Married,4851.0,No,2,4,3,3,4,4,3,2,1,4,Low,18-25
2023-08-10,38,No,Travel_Rarely,Sales,7,Master's Degree,Marketing,Female,Sales Executive,Single,4028.0,No,4,4,1,3,4,8,7,7,0,2,Low,36-45
2023-07-03,29,No,Travel_Frequently,R&D,1,Master's Degree,Life Sciences,Male,Research Scientist,Divorced,2720.0,No,4,2,4,3,3,10,10,7,2,5,Low,26-35
2023-09-04,48,No,Travel_Rarely,Sales,2,High School,Marketing,Male,Sales Executive,Married,8120.0,No,2,2,4,3,3,12,2,2,2,3,High,46-55
2023-03-23,27,No,Travel_Frequently,Sales,3,High School,Medical,Female,Sales Executive,Divorced,4647.0,Yes,4,4,2,3,4,6,6,5,0,3,Low,26-35
2023-01-12,37,No,Travel_Rarely,R&D,10,Associates Degree,Life Sciences,Male,Research Scientist,Single,4680.0,No,4,4,1,3,3,4,1,0,0,2,Low,36-45
2023-02-24,50,No,Travel_Rarely,R&D,28,High School,Medical,Male,Laboratory Technician,Married,3221.0,Yes,3,4,3,3,3,20,20,8,3,3,Low,46-55
2024-08-09,34,No,Travel_Rarely,R&D,9,Bachelor's Degree,Medical,Female,Healthcare Representative,Single,8621.0,No,2,4,2,4,3,9,8,7,7,3,High,26-35
2023-12-11,24,Yes,Travel_Rarely,Sales,3,Associates Degree,Life Sciences,Female,Sales Executive,Single,4577.0,No,3,1,1,3,3,4,2,2,2,3,Low,18-25
2024-03-14,39,No,Travel_Rarely,R&D,2,Master's Degree,Technical Degree,Female,Healthcare Representative,Single,4553.0,No,3,4,1,3,3,20,20,7,11,4,Low,36-45
2023-04-14,32,No,Travel_Rarely,Sales,10,Bachelor's Degree,Marketing,Male,Sales Executive,Single,5396.0,No,4,4,4,2,3,10,10,7,0,2,Medium,26-35
2023-08-15,50,Yes,Travel_Frequently,Sales,8,Associates Degree,Technical Degree,Male,Sales Executive,Married,6796.0,Yes,3,2,1,3,3,18,4,3,1,4,Medium,46-55
2024-09-04,38,No,Travel_Rarely,R&D,1,Master's Degree,Life Sciences,Female,Healthcare Representative,Single,7625.0,No,4,2,3,2,3,10,9,7,1,4,Medium,36-45
2024-10-16,27,No,Travel_Rarely,R&D,1,Associates Degree,Life Sciences,Female,Manufacturing Director,Married,7412.0,No,1,3,4,3,3,9,9,7,0,3,Medium,26-35
2023-04-19,32,No,Travel_Rarely,R&D,3,Associates Degree,Life Sciences,Female,Research Director,Single,11159.0,No,4,3,4,3,3,10,7,7,7,6,High,26-35
2023-10-19,47,No,Travel_Rarely,Sales,14,Master's Degree,Marketing,Male,Sales Executive,Single,4960.0,No,1,4,4,3,3,20,7,7,1,2,Low,46-55
2023-10-09,40,No,Travel_Frequently,Sales,5,Master's Degree,Life Sciences,Male,Sales Executive,Married,10475.0,Yes,1,4,3,3,4,20,18,13,1,2,High,36-45
2024-07-12,53,No,Travel_Rarely,R&D,7,Bachelor's Degree,Life Sciences,Male,Research Director,Married,14814.0,No,3,3,3,3,3,32,5,1,1,3,High,46-55
2023-12-31,41,No,Travel_Rarely,HR,10,Master's Degree,Human Resources,Male,Manager,Divorced,19141.0,No,4,2,2,2,3,23,21,6,12,2,High,36-45
2024-11-18,60,No,Travel_Rarely,Sales,16,Master's Degree,Marketing,Male,Sales Executive,Single,5405.0,No,1,1,4,3,3,10,2,2,2,1,Medium,56-65
2023-03-12,27,No,Travel_Frequently,R&D,10,Associates Degree,Life Sciences,Male,Manufacturing Director,Divorced,8793.0,No,1,4,3,2,4,9,9,7,1,4,High,26-35
2024-01-14,41,No,Travel_Rarely,HR,1,Bachelor's Degree,Human Resources,Male,Manager,Married,19189.0,No,3,4,2,3,3,22,22,7,2,3,High,36-45
2023-02-27,50,No,Travel_Rarely,Sales,8,Master's Degree,Marketing,Male,Sales Representative,Married,3875.0,No,2,4,4,3,3,4,2,2,2,2,Low,46-55
2023-04-20,28,Yes,Travel_Rarely,R&D,1,Associates Degree,Life Sciences,Female,Research Scientist,Single,2216.0,Yes,2,1,4,3,3,10,7,7,3,4,Low,26-35
